ID,original_ID,tweet,sarcastic,rephrase
2842,train_920,"attack on Titan I’m not ok

Saw a few leaks on purpose bc I like to torture myself and I’ll wait to read the whole chapter tomorrow but oh my god oh my god I’m hurting",0,
18470,test_a_1397,Bringing Kanye and drake to a tl near you,0,
16169,sign_6123, at the shops me wow 31 items bloody big shop cashier would you like a bag me scoffs nahhhhhhhhhhhh sarcasm,1, i definitely need a bag because i have bought 31 items from your shop
13991,sign_947, so nice to see the facebook app for iphone is improving,1, the facebook app for iphone is not improving
18342,sign_4768, well i've faceplanted twice into my book i can't imagine last night's binge read had anything to do with that night night,1, night night well i've faceplanted twice into my book and it is last night's binge read fault
700,test_a_209,Mateusz Klich is the worst PL footballer ever had since Paul Okon,0,
14824,train_319,first game not starting when it's supposed to? a UCF tradition,1,UCF football games get delayed or cancelled.
4744,train_1916,can we have a bit of a strong cold breeze please,0,
299,sign_4466, looking forward to a nice clean day of wafl football today,1, i don t want to see wafl football today
13952,sign_625, finals are so nice like omg best thing ever to happen to my life like love studying,1, finals are so not nice like omg worst thing ever to happen to my life like hate studying
17830,sign_6688, i loveee broken promises like just promise me the world lie 2 me amp get my hopes up then don't do a thing u said u would yasss,1, i hate it when some breaks promises
10532,test_a_782,Fantastic control with the hand there before slotting it in.,0,
6716,sign_14579, 96 degrees one of the great benefits of living in california,1, 96 degrees california is burning
19392,sign_158, where is our 1000 woodford mint julep bit ? did i miss it ? damn,1, where is our 1000 woodford mint julep bit ? did i miss it ? damn
1003,sign_11071, koeman wouldn't leave for dutch job said even if barca came he wouldn't go as he has a contract but everton do an he's off lol,1, koeman wouldn't leave for dutch job said even if barca came he wouldn't go as he has a contract but everton do an he's off lol
10777,test_a_616,"I would prefer to take advice from people who are actually qualified in the subject matter, in this case, scientists. ",0,
19001,sign_4517, i've been a youth communicator worker for 20 years i don't know how i would've made it to 54 without the wisdom of 18 year olds,1, 18 yeards olds are not very wise
14343,sign_12240, i love how as soon as i start drinking i forget to filter the shit that comes out of my mouth,1, i love how as soon as i start drinking i forget to filter the shit that comes out of my mouth
6005,sign_12746, how to speak corporate tip no 1 remove the word ' grow ' from your vocabulary amp replace it with ' scale ',1, how to speak corporate tip no 1 remove the word ' grow ' from your vocabulary amp replace it with ' scale '
16786,sign_3274, i love waking up at 4 30 and not being able to fall back to sleep because of hiccups,1, i hate it when i wake up at 4 30 and can't fall back to sleep because of hiccups
18492,sign_11860, i wonder who will win best musical,1, i'm sure of who will win best musical
5777,sign_8305, we won the revolution by throwing pies not by fighting in battles conventional and guerilla with muskets bayonets cannons etc,1, we won the revolution with guns
16805,sign_9443, so the window shattered on the truck i'm not even sure how that happened but that was a lovely twist to the day,1, i need to pay for my truck's repairs
19851,sign_10397, nice to see crooked and goofy standing up for free speech,1, its aweful to see crooked and goofy standing up for free speech
19150,test_a_57,Ox is stinking it up at the front,0,
8073,sign_9638, single person's notifications,1, i don t like to be single
4581,train_716,A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,1,"""A terrible mashup is hearing country music & Eminem through someone's phone speaker. """
9973,sign_5467, i really do love it when people copy me,1, i hate when people copy me
7162,sign_1539, well what a surprise,1, well i am not surprised
19273,sign_7231, so glad we cleaned up the lake house easter weekend and we're not doing it right now,1, so unhappy we didn't clean up the lake house easter weekend and we're doing it right now
16614,sign_2839, ugh ty interal clock for making me be awake rn after i planned for time to sleep in today,1, i hate it that internal clock for keeping me awake rn after i planned for time to sleep in today
10789,sign_471, just living the fucking life,1, i detest this the fucking dream
9340,sign_11767, i'm pissed this series ain't looking like it'll make it to 7 smh i'm tired of cleveland letting me down,1, i'm pissed this series ain't looking like it'll not make it to 7 smh i'm not tired of cleveland letting me down
332,sign_3283, yey timetravel,1, bummer timetravel
13013,sign_12321, i like how abc mentioned that the last championship for cleveland was 52 years ago but didn't mention who won it yeah,1, we know cleveland won it
13108,sign_4683, sarap maging shock absorber yes,1, sarap maging shock absorber yes
9990,sign_8553, train cancellations bring out the best in human nature i'm so proud of my glasgow compadres,1, people get angry when the train gets cancelled
1978,sign_4537, i have such bad friends,1, my friends are not great
9734,train_2381,I yearn to sing like Christy Altomare so badly.,0,
11364,sign_6425, fun part trying to apply here,1, annoying part trying to apply here
17799,test_a_747,politics has many nuances and situations,0,
3298,train_3012,"Suddenly working 7 days a week, thought I could cram in loads of work to save more money but ended up with no days off 😂 stupid",0,
2149,test_a_767,"I think men are better than women, they provide for us. We should thank them more often for being protectors. ",1,
6732,sign_4075, the air pollution here is so awesome so majestic,1, the air pollution here is so bad so terrible
7728,sign_474, just living the fucking life,1, my life is a nightmare
9205,sign_12962, hahah that is 100 a penalty,1, wow not it is another 100 freaking panalty
6275,sign_7258, woo hoo world astronomy day someone tell me my fortune,1, world astronomy ? i don t wanna know my fortune
19100,sign_10272, noway changing the rules right before the convention wouldn't expose their rigged system never,1, changing the rules right before the convention would expose their rigged system
18875,sign_6780, luckily philly fans aren't the kind of fans that would compare votto faking them out on a ball toss with an evil dictator,1, unfortunately philly fans are the kind of fans that would compare votto faking them out on a ball toss with an evil dictator
